Alpha (Bohr),Nuclear Repulsion Energy (Hartree),APset1roGSD_free Electronic Energy (Hartree),APset1roGSD_free Total Energy (Hartree)
0,3.618341332,-5.609965332,-1.991624
0.1,3.564347113,-5.555598995,-1.991251882
0.2,3.440692861,-5.411350095,-1.970657234
0.25,3.374656611,-5.317793242,-1.943136631
0.3,3.314988366,-5.216362485,-1.901374119
0.35,3.265810548,-5.110811718,-1.84500117
0.4,3.229518888,-5.00420291,-1.774684023
0.45,3.207368421,-4.908450157,-1.701081736
0.5,3.199931218,-4.878619747,-1.678688528
